Date_UTC,Time_UTC,Sun_Longitude,Moon_Longitude,Venus_Longitude
1955-02-04,00:00,315.0242,95.0061,268.4292
1955-02-05,00:00,316.0379,109.1926,269.4972
1955-02-06,00:00,317.0512,123.2615,270.5698
1955-02-07,00:00,318.0641,137.1446,271.6468
1955-02-08,00:00,319.0767,150.7784,272.7282
1955-02-09,00:00,320.089,164.1136,273.8136
1955-02-10,00:00,321.1009,177.1232,274.9031
1955-02-11,00:00,322.1126,189.8063,275.9965
1955-02-12,00:00,323.1239,202.1885,277.0937
1955-02-13,00:00,324.1349,214.3186,278.1944
1955-02-14,00:00,325.1456,226.264,279.2987
1955-02-15,00:00,326.1559,238.1046,280.4064
1955-02-16,00:00,327.166,249.9276,281.5173
1955-02-17,00:00,328.1757,261.822,282.6314
1955-02-18,00:00,329.185,273.8737,283.7484
1955-02-19,00:00,330.194,286.1591,284.8684
1955-02-20,00:00,331.2026,298.7394,285.9912
1955-02-21,00:00,332.2108,311.6543,287.1167
1955-02-22,00:00,333.2185,324.9158,288.2448
1955-02-23,00:00,334.2259,338.5057,289.3754
1955-02-24,00:00,335.2328,352.3761,290.5083
1955-02-25,00:00,336.2392,6.4565,291.6436
1955-02-26,00:00,337.245,20.665,292.7811
1955-02-27,00:00,338.2504,34.9218,293.9207
1955-02-28,00:00,339.2552,49.1608,295.0624
1955-03-01,00:00,340.2594,63.3355,296.2061
1955-03-02,00:00,341.263,77.419,297.3518
1955-03-03,00:00,342.2661,91.3986,298.4994
1955-03-04,00:00,343.2685,105.2678,299.6489
1955-03-05,00:00,344.2704,119.0181,300.8002
1955-03-06,00:00,345.2717,132.6342,301.9533
1955-03-07,00:00,346.2725,146.0917,303.1082
1955-03-08,00:00,347.2727,159.3602,304.2648
1955-03-09,00:00,348.2723,172.4089,305.4231
1955-03-10,00:00,349.2715,185.2143,306.583
1955-03-11,00:00,350.2701,197.7668,307.7445
1955-03-12,00:00,351.2683,210.0753,308.9076
1955-03-13,00:00,352.2659,222.1693,310.0722
1955-03-14,00:00,353.2631,234.0979,311.2383
1955-03-15,00:00,354.2598,245.9273,312.4058
1955-03-16,00:00,355.256,257.7372,313.5747
1955-03-17,00:00,356.2517,269.6163,314.7449
1955-03-18,00:00,357.2469,281.6571,315.9164
1955-03-19,00:00,358.2417,293.9499,317.0891
1955-03-20,00:00,359.236,306.5752,318.263
1955-03-21,00:00,0.2298,319.5946,319.4381
1955-03-22,00:00,1.2231,333.0399,320.6143
1955-03-23,00:00,2.2158,346.9042,321.7915
1955-03-24,00:00,3.208,1.1365,322.9697
1955-03-25,00:00,4.1997,15.6447,324.1489
1955-03-26,00:00,5.1908,30.3082,325.329
1955-03-27,00:00,6.1812,44.9985,326.5099
1955-03-28,00:00,7.1711,59.6004,327.6917
1955-03-29,00:00,8.1603,74.0281,328.8743
1955-03-30,00:00,9.1488,88.2306,330.0578
1955-03-31,00:00,10.1367,102.1888,331.2419
1955-04-01,00:00,11.1239,115.9062,332.4269
1955-04-02,00:00,12.1105,129.3976,333.6126
1955-04-03,00:00,13.0965,142.6802,334.799
1955-04-04,00:00,14.0818,155.767,335.9862
1955-04-05,00:00,15.0665,168.6646,337.1741
1955-04-06,00:00,16.0506,181.3739,338.3627
1955-04-07,00:00,17.0341,193.8936,339.552
1955-04-08,00:00,18.0171,206.2255,340.7421
1955-04-09,00:00,18.9994,218.3791,341.9328
1955-04-10,00:00,19.9813,230.3756,343.1242
1955-04-11,00:00,20.9626,242.2504,344.3162
1955-04-12,00:00,21.9435,254.0538,345.5089
1955-04-13,00:00,22.9238,265.8502,346.7022
1955-04-14,00:00,23.9036,277.7161,347.8962
1955-04-15,00:00,24.883,289.7367,349.0907
1955-04-16,00:00,25.8619,302.0013,350.2858
1955-04-17,00:00,26.8403,314.5967,351.4815
1955-04-18,00:00,27.8182,327.5982,352.6777
1955-04-19,00:00,28.7957,341.0578,353.8744
1955-04-20,00:00,29.7727,354.9916,355.0716
1955-04-21,00:00,30.7492,9.3685,356.2692
1955-04-22,00:00,31.7252,24.1058,357.4673
1955-04-23,00:00,32.7007,39.0758,358.6658
1955-04-24,00:00,33.6757,54.1244,359.8646
1955-04-25,00:00,34.6501,69.0972,1.0638
1955-04-26,00:00,35.6239,83.8642,2.2633
1955-04-27,00:00,36.5972,98.3352,3.4632
1955-04-28,00:00,37.5698,112.4632,4.6634
1955-04-29,00:00,38.5419,126.2383,5.8638
1955-04-30,00:00,39.5134,139.6768,7.0646
1955-05-01,00:00,40.4843,152.8101,8.2657
1955-05-02,00:00,41.4547,165.675,9.4671
1955-05-03,00:00,42.4245,178.3075,10.6689
1955-05-04,00:00,43.3937,190.7397,11.8709
1955-05-05,00:00,44.3625,202.9991,13.0733
1955-05-06,00:00,45.3307,215.1099,14.276
1955-05-07,00:00,46.2985,227.0956,15.479
1955-05-08,00:00,47.2658,238.9824,16.6824
1955-05-09,00:00,48.2327,250.802,17.8861
1955-05-10,00:00,49.1992,262.594,19.0901
1955-05-11,00:00,50.1652,274.4078,20.2944
1955-05-12,00:00,51.1309,286.3024,21.4991
1955-05-13,00:00,52.0962,298.3461,22.7041
1955-05-14,00:00,53.0611,310.6139,23.9095
1955-05-15,00:00,54.0257,323.183,25.1152
1955-05-16,00:00,54.9899,336.1263,26.3211
1955-05-17,00:00,55.9539,349.5028,27.5274
1955-05-18,00:00,56.9175,3.3458,28.734
1955-05-19,00:00,57.8808,17.6504,29.9409
1955-05-20,00:00,58.8437,32.3637,31.148
1955-05-21,00:00,59.8063,47.3833,32.3554
1955-05-22,00:00,60.7686,62.5659,33.563
1955-05-23,00:00,61.7305,77.7487,34.7708
1955-05-24,00:00,62.692,92.7739,35.9789
1955-05-25,00:00,63.6531,107.513,37.1871
1955-05-26,00:00,64.6138,121.8791,38.3955
1955-05-27,00:00,65.5741,135.8308,39.6042
1955-05-28,00:00,66.534,149.3655,40.813
1955-05-29,00:00,67.4934,162.5096,42.022
1955-05-30,00:00,68.4525,175.3079,43.2312
1955-05-31,00:00,69.4112,187.814,44.4406
1955-06-01,00:00,70.3696,200.0838,45.6503
1955-06-02,00:00,71.3275,212.1706,46.8602
1955-06-03,00:00,72.2852,224.1237,48.0703
1955-06-04,00:00,73.2425,235.9872,49.2807
1955-06-05,00:00,74.1996,247.8011,50.4913
1955-06-06,00:00,75.1564,259.6032,51.7023
1955-06-07,00:00,76.1129,271.4307,52.9135
1955-06-08,00:00,77.0693,283.3227,54.1249
1955-06-09,00:00,78.0254,295.3219,55.3367
1955-06-10,00:00,78.9813,307.4757,56.5488
1955-06-11,00:00,79.9371,319.8364,57.7612
1955-06-12,00:00,80.8927,332.4592,58.9739
1955-06-13,00:00,81.8482,345.3992,60.1869
1955-06-14,00:00,82.8036,358.7053,61.4003
1955-06-15,00:00,83.7589,12.4123,62.614
1955-06-16,00:00,84.7141,26.5309,63.828
1955-06-17,00:00,85.6692,41.0381,65.0423
1955-06-18,00:00,86.6242,55.8703,66.2569
1955-06-19,00:00,87.5791,70.9228,67.4718
1955-06-20,00:00,88.5338,86.0591,68.687
1955-06-21,00:00,89.4885,101.1274,69.9025
1955-06-22,00:00,90.443,115.9829,71.1183
1955-06-23,00:00,91.3973,130.5075,72.3343
1955-06-24,00:00,92.3515,144.6234,73.5506
1955-06-25,00:00,93.3056,158.2962,74.7671
1955-06-26,00:00,94.2594,171.5313,75.9839
1955-06-27,00:00,95.2131,184.3652,77.201
1955-06-28,00:00,96.1667,196.8547,78.4184
1955-06-29,00:00,97.1201,209.068,79.636
1955-06-30,00:00,98.0734,221.077,80.8539
1955-07-01,00:00,99.0266,232.9521,82.0722
1955-07-02,00:00,99.9797,244.7587,83.2907
1955-07-03,00:00,100.9327,256.5549,84.5096
1955-07-04,00:00,101.8857,268.3914,85.7288
1955-07-05,00:00,102.8387,280.3111,86.9484
1955-07-06,00:00,103.7916,292.3503,88.1683
1955-07-07,00:00,104.7446,304.54,89.3885
1955-07-08,00:00,105.6976,316.908,90.6092
1955-07-09,00:00,106.6507,329.4805,91.8302
1955-07-10,00:00,107.6039,342.2835,93.0517
1955-07-11,00:00,108.5572,355.3427,94.2735
1955-07-12,00:00,109.5106,8.6827,95.4958
1955-07-13,00:00,110.4642,22.3232,96.7184
1955-07-14,00:00,111.4179,36.2744,97.9415
1955-07-15,00:00,112.3718,50.5292,99.165
1955-07-16,00:00,113.3258,65.0567,100.3889
1955-07-17,00:00,114.28,79.796,101.6132
1955-07-18,00:00,115.2344,94.6557,102.8379
1955-07-19,00:00,116.1889,109.5189,104.063
1955-07-20,00:00,117.1436,124.2573,105.2884
1955-07-21,00:00,118.0983,138.748,106.5143
1955-07-22,00:00,119.0532,152.892,107.7404
1955-07-23,00:00,120.0082,166.6266,108.9669
1955-07-24,00:00,120.9633,179.9297,110.1938
1955-07-25,00:00,121.9185,192.8176,111.421
1955-07-26,00:00,122.8738,205.3363,112.6485
1955-07-27,00:00,123.8292,217.5533,113.8764
1955-07-28,00:00,124.7847,229.5476,115.1046
1955-07-29,00:00,125.7404,241.4027,116.3332
1955-07-30,00:00,126.6962,253.2008,117.5621
1955-07-31,00:00,127.6522,265.0182,118.7914
1955-08-01,00:00,128.6083,276.9219,120.021
1955-08-02,00:00,129.5647,288.9674,121.251
1955-08-03,00:00,130.5212,301.1965,122.4814
1955-08-04,00:00,131.478,313.6369,123.7121
1955-08-05,00:00,132.4351,326.3027,124.9433
1955-08-06,00:00,133.3924,339.1962,126.1748
1955-08-07,00:00,134.3501,352.3115,127.4067
1955-08-08,00:00,135.3081,5.6385,128.639
1955-08-09,00:00,136.2664,19.1666,129.8718
1955-08-10,00:00,137.2251,32.8875,131.1049
1955-08-11,00:00,138.1842,46.7945,132.3385
1955-08-12,00:00,139.1438,60.88,133.5724
1955-08-13,00:00,140.1037,75.1294,134.8068
1955-08-14,00:00,141.064,89.5142,136.0416
1955-08-15,00:00,142.0247,103.9858,137.2767
1955-08-16,00:00,142.9859,118.473,138.5122
1955-08-17,00:00,143.9474,132.8859,139.7481
1955-08-18,00:00,144.9093,147.1259,140.9844
1955-08-19,00:00,145.8716,161.1006,142.221
1955-08-20,00:00,146.8342,174.7382,143.4578
1955-08-21,00:00,147.7972,187.9983,144.695
1955-08-22,00:00,148.7604,200.8756,145.9325
1955-08-23,00:00,149.7241,213.3979,147.1703
1955-08-24,00:00,150.688,225.62,148.4083
1955-08-25,00:00,151.6523,237.6157,149.6467
1955-08-26,00:00,152.617,249.4703,150.8852
1955-08-27,00:00,153.5819,261.2741,152.1241
1955-08-28,00:00,154.5473,273.116,153.3632
1955-08-29,00:00,155.513,285.079,154.6025
1955-08-30,00:00,156.4791,297.2346,155.8422
1955-08-31,00:00,157.4455,309.6383,157.082
1955-09-01,00:00,158.4124,322.3251,158.3221
1955-09-02,00:00,159.3797,335.3069,159.5625
1955-09-03,00:00,160.3475,348.5718,160.8031
1955-09-04,00:00,161.3158,2.0872,162.044
1955-09-05,00:00,162.2845,15.8067,163.2852
1955-09-06,00:00,163.2538,29.6789,164.5266
1955-09-07,00:00,164.2236,43.6562,165.7683
1955-09-08,00:00,165.194,57.7013,167.0103
1955-09-09,00:00,166.165,71.7887,168.2526
1955-09-10,00:00,167.1365,85.9018,169.4951
1955-09-11,00:00,168.1086,100.0263,170.7379
1955-09-12,00:00,169.0813,114.1422,171.9809
1955-09-13,00:00,170.0546,128.2176,173.2242
1955-09-14,00:00,171.0285,142.2063,174.4677
1955-09-15,00:00,172.0029,156.05,175.7115
1955-09-16,00:00,172.9779,169.6865,176.9554
1955-09-17,00:00,173.9534,183.06,178.1995
1955-09-18,00:00,174.9294,196.1317,179.4438
1955-09-19,00:00,175.9059,208.8866,180.6883
1955-09-20,00:00,176.8829,221.3367,181.9329
1955-09-21,00:00,177.8604,233.5195,183.1776
1955-09-22,00:00,178.8383,245.4942,184.4224
1955-09-23,00:00,179.8168,257.3365,185.6674
1955-09-24,00:00,180.7957,269.1328,186.9124
1955-09-25,00:00,181.7751,280.9749,188.1576
1955-09-26,00:00,182.755,292.9544,189.4028
1955-09-27,00:00,183.7353,305.1565,190.6481
1955-09-28,00:00,184.7162,317.6537,191.8935
1955-09-29,00:00,185.6975,330.4978,193.139
1955-09-30,00:00,186.6794,343.7135,194.3845
1955-10-01,00:00,187.6618,357.2922,195.6302
1955-10-02,00:00,188.6447,11.1916,196.8759
1955-10-03,00:00,189.6282,25.3407,198.1217
1955-10-04,00:00,190.6123,39.6506,199.3676
1955-10-05,00:00,191.597,54.0298,200.6136
1955-10-06,00:00,192.5823,68.3976,201.8597
1955-10-07,00:00,193.5683,82.6931,203.1059
1955-10-08,00:00,194.5549,96.8774,204.3522
1955-10-09,00:00,195.5422,110.9299,205.5986
1955-10-10,00:00,196.5301,124.8404,206.8452
1955-10-11,00:00,197.5187,138.6019,208.0918
1955-10-12,00:00,198.5079,152.2039,209.3386
1955-10-13,00:00,199.4977,165.6302,210.5854
1955-10-14,00:00,200.4882,178.8595,211.8323
1955-10-15,00:00,201.4792,191.8698,213.0793
1955-10-16,00:00,202.4709,204.6438,214.3263
1955-10-17,00:00,203.4631,217.1747,215.5734
1955-10-18,00:00,204.4558,229.4708,216.8205
1955-10-19,00:00,205.4491,241.5575,218.0677
1955-10-20,00:00,206.4428,253.4774,219.3148
1955-10-21,00:00,207.4371,265.2894,220.5619
1955-10-22,00:00,208.4319,277.0654,221.8091
1955-10-23,00:00,209.4272,288.8874,223.0562
1955-10-24,00:00,210.4229,300.8433,224.3033
1955-10-25,00:00,211.4191,313.0217,225.5503
1955-10-26,00:00,212.4158,325.5058,226.7973
1955-10-27,00:00,213.413,338.3651,228.0443
1955-10-28,00:00,214.4106,351.6461,229.2912
1955-10-29,00:00,215.4087,5.3623,230.5381
1955-10-30,00:00,216.4073,19.4873,231.7849
1955-10-31,00:00,217.4065,33.9524,233.0318
1955-11-01,00:00,218.4061,48.6533,234.2785
1955-11-02,00:00,219.4063,63.465,235.5253
1955-11-03,00:00,220.407,78.2607,236.772
1955-11-04,00:00,221.4083,92.9301,238.0188
1955-11-05,00:00,222.4102,107.3911,239.2656
1955-11-06,00:00,223.4126,121.5929,240.5124
1955-11-07,00:00,224.4157,135.5132,241.7592
1955-11-08,00:00,225.4193,149.1503,243.006
1955-11-09,00:00,226.4235,162.5158,244.2528
1955-11-10,00:00,227.4283,175.6267,245.4997
1955-11-11,00:00,228.4336,188.5014,246.7465
1955-11-12,00:00,229.4395,201.1571,247.9934
1955-11-13,00:00,230.4458,213.61,249.2403
1955-11-14,00:00,231.4527,225.8766,250.4871
1955-11-15,00:00,232.46,237.9766,251.7339
1955-11-16,00:00,233.4677,249.9352,252.9807
1955-11-17,00:00,234.4759,261.7853,254.2274
1955-11-18,00:00,235.4844,273.5696,255.474
1955-11-19,00:00,236.4934,285.3408,256.7206
1955-11-20,00:00,237.5027,297.1614,257.9671
1955-11-21,00:00,238.5124,309.1026,259.2134
1955-11-22,00:00,239.5224,321.2417,260.4597
1955-11-23,00:00,240.5328,333.6578,261.7059
1955-11-24,00:00,241.5435,346.4261,262.9519
1955-11-25,00:00,242.5545,359.6093,264.1978
1955-11-26,00:00,243.5657,13.2475,265.4435
1955-11-27,00:00,244.5773,27.3471,266.6891
1955-11-28,00:00,245.5893,41.8718,267.9345
1955-11-29,00:00,246.6015,56.7382,269.1798
1955-11-30,00:00,247.614,71.822,270.425
1955-12-01,00:00,248.627,86.9727,271.67
1955-12-02,00:00,249.6402,102.0357,272.9148
1955-12-03,00:00,250.6539,116.8746,274.1596
1955-12-04,00:00,251.6679,131.3879,275.4042
1955-12-05,00:00,252.6823,145.5163,276.6487
1955-12-06,00:00,253.6971,159.2401,277.8931
1955-12-07,00:00,254.7123,172.5723,279.1373
1955-12-08,00:00,255.7278,185.5477,280.3815
1955-12-09,00:00,256.7437,198.2135,281.6255
1955-12-10,00:00,257.7599,210.6214,282.8694
1955-12-11,00:00,258.7764,222.8222,284.1131
1955-12-12,00:00,259.7932,234.8629,285.3567
1955-12-13,00:00,260.8103,246.7857,286.6001
1955-12-14,00:00,261.8276,258.6287,287.8433
1955-12-15,00:00,262.8451,270.4271,289.0863
1955-12-16,00:00,263.8629,282.2158,290.329
1955-12-17,00:00,264.8807,294.0318,291.5716
1955-12-18,00:00,265.8988,305.9164,292.8138
1955-12-19,00:00,266.917,317.9167,294.0558
1955-12-20,00:00,267.9352,330.0865,295.2974
1955-12-21,00:00,268.9536,342.485,296.5387
1955-12-22,00:00,269.972,355.1749,297.7797
1955-12-23,00:00,270.9905,8.2171,299.0203
1955-12-24,00:00,272.009,21.6636,300.2605
1955-12-25,00:00,273.0276,35.5478,301.5003
1955-12-26,00:00,274.0462,49.8727,302.7397
1955-12-27,00:00,275.0648,64.6002,303.9786
1955-12-28,00:00,276.0834,79.6448,305.2171
1955-12-29,00:00,277.1021,94.8758,306.4551
1955-12-30,00:00,278.1208,110.1309,307.6927
1955-12-31,00:00,279.1396,125.2403,308.9298
1956-01-01,00:00,280.1585,140.053,310.1664
1956-01-02,00:00,281.1775,154.4587,311.4026
1956-01-03,00:00,282.1966,168.3983,312.6382
1956-01-04,00:00,283.2157,181.8619,313.8735
1956-01-05,00:00,284.235,194.8799,315.1082
1956-01-06,00:00,285.2543,207.5096,316.3424
1956-01-07,00:00,286.2736,219.8232,317.5761
1956-01-08,00:00,287.293,231.8976,318.8093
1956-01-09,00:00,288.3124,243.8078,320.0419
1956-01-10,00:00,289.3318,255.6216,321.2739
1956-01-11,00:00,290.3512,267.3981,322.5054
1956-01-12,00:00,291.3705,279.1862,323.7362
1956-01-13,00:00,292.3898,291.0255,324.9664
1956-01-14,00:00,293.4089,302.9478,326.1959
1956-01-15,00:00,294.428,314.98,327.4246
1956-01-16,00:00,295.4468,327.1468,328.6527
1956-01-17,00:00,296.4656,339.4744,329.8799
1956-01-18,00:00,297.4841,351.9928,331.1064
1956-01-19,00:00,298.5024,4.7374,332.332
1956-01-20,00:00,299.5205,17.7487,333.5568
1956-01-21,00:00,300.5383,31.0685,334.7806
1956-01-22,00:00,301.5559,44.7348,336.0035
1956-01-23,00:00,302.5732,58.7718,337.2254
1956-01-24,00:00,303.5902,73.1786,338.4462
1956-01-25,00:00,304.6069,87.9175,339.6661
1956-01-26,00:00,305.6233,102.9061,340.8848
1956-01-27,00:00,306.6395,118.0182,342.1025
1956-01-28,00:00,307.6555,133.0969,343.3191
1956-01-29,00:00,308.6711,147.9786,344.5345
1956-01-30,00:00,309.6866,162.521,345.7488
1956-01-31,00:00,310.7018,176.6251,346.962
1956-02-01,00:00,311.7169,190.2449,348.1739
1956-02-02,00:00,312.7317,203.3856,349.3847
1956-02-03,00:00,313.7463,216.0921,350.5943
1956-02-04,00:00,314.7607,228.4366,351.8027
1956-02-05,00:00,315.7748,240.5051,353.0098
1956-02-06,00:00,316.7887,252.3885,354.2157
1956-02-07,00:00,317.8023,264.1744,355.4202
1956-02-08,00:00,318.8156,275.9423,356.6234
1956-02-09,00:00,319.8287,287.7604,357.8253
1956-02-10,00:00,320.8414,299.6828,359.0257
1956-02-11,00:00,321.8538,311.7489,0.2246
1956-02-12,00:00,322.8658,323.9837,1.4221
1956-02-13,00:00,323.8775,336.4003,2.6181
1956-02-14,00:00,324.8887,349.0032,3.8124
1956-02-15,00:00,325.8995,1.7932,5.0051
1956-02-16,00:00,326.9099,14.7725,6.1962
1956-02-17,00:00,327.9198,27.9486,7.3855
1956-02-18,00:00,328.9292,41.3358,8.573
1956-02-19,00:00,329.9381,54.9539,9.7586
1956-02-20,00:00,330.9465,68.8221,10.9424
1956-02-21,00:00,331.9544,82.9508,12.1242
1956-02-22,00:00,332.9617,97.3301,13.304
1956-02-23,00:00,333.9685,111.9196,14.4817
1956-02-24,00:00,334.9748,126.6421,15.6573
1956-02-25,00:00,335.9806,141.3866,16.8307
1956-02-26,00:00,336.9859,156.0216,18.0019
1956-02-27,00:00,337.9907,170.4162,19.1709
1956-02-28,00:00,338.9951,184.4626,20.3376
1956-02-29,00:00,339.999,198.0925,21.502
1956-03-01,00:00,341.0024,211.2835,22.6641
1956-03-02,00:00,342.0055,224.0556,23.8238
1956-03-03,00:00,343.0081,236.4624,24.9811
1956-03-04,00:00,344.0103,248.5803,26.1359
1956-03-05,00:00,345.012,260.4985,27.2881
1956-03-06,00:00,346.0133,272.3102,28.4379
1956-03-07,00:00,347.0142,284.1066,29.5849
1956-03-08,00:00,348.0146,295.9711,30.7293
1956-03-09,00:00,349.0145,307.975,31.871
1956-03-10,00:00,350.0139,320.1735,33.0099
1956-03-11,00:00,351.0129,332.6031,34.1458
1956-03-12,00:00,352.0113,345.28,35.2788
1956-03-13,00:00,353.0092,358.2016,36.4088
1956-03-14,00:00,354.0066,11.3502,37.5357
1956-03-15,00:00,355.0033,24.699,38.6594
1956-03-16,00:00,355.9995,38.2199,39.7797
1956-03-17,00:00,356.9951,51.8893,40.8966
1956-03-18,00:00,357.9901,65.692,42.0101
1956-03-19,00:00,358.9844,79.6205,43.1199
1956-03-20,00:00,359.978,93.6703,44.2259
1956-03-21,00:00,0.9711,107.8327,45.3281
1956-03-22,00:00,1.9634,122.0857,46.4264
1956-03-23,00:00,2.9552,136.3873,47.5206
1956-03-24,00:00,3.9463,150.6739,48.6106
1956-03-25,00:00,4.9368,164.8646,49.6963
1956-03-26,00:00,5.9267,178.8721,50.7776
1956-03-27,00:00,6.916,192.6164,51.8544
1956-03-28,00:00,7.9047,206.0385,52.9265
1956-03-29,00:00,8.8929,219.1084,53.994
1956-03-30,00:00,9.8806,231.8284,55.0566
1956-03-31,00:00,10.8678,244.2303,56.1143
1956-04-01,00:00,11.8545,256.3696,57.1669
1956-04-02,00:00,12.8406,268.3197,58.2143
1956-04-03,00:00,13.8263,280.1643,59.2564
1956-04-04,00:00,14.8114,291.992,60.2929
1956-04-05,00:00,15.7961,303.8909,61.3239
1956-04-06,00:00,16.7803,315.9428,62.349
1956-04-07,00:00,17.764,328.2184,63.3682
1956-04-08,00:00,18.7471,340.7718,64.3813
1956-04-09,00:00,19.7298,353.6355,65.388
1956-04-10,00:00,20.7119,6.8173,66.3883
1956-04-11,00:00,21.6935,20.2993,67.3818
1956-04-12,00:00,22.6745,34.0418,68.3683
1956-04-13,00:00,23.655,47.9895,69.3476
1956-04-14,00:00,24.6349,62.0806,70.3195
1956-04-15,00:00,25.6141,76.2563,71.2837
1956-04-16,00:00,26.5928,90.4659,72.2398
1956-04-17,00:00,27.5708,104.6699,73.1877
1956-04-18,00:00,28.5482,118.8374,74.127
1956-04-19,00:00,29.525,132.9418,75.0573
1956-04-20,00:00,30.5011,146.9566,75.9783
1956-04-21,00:00,31.4766,160.8514,76.8898
1956-04-22,00:00,32.4516,174.5912,77.7914
1956-04-23,00:00,33.4259,188.139,78.6827
1956-04-24,00:00,34.3997,201.4602,79.5634
1956-04-25,00:00,35.373,214.5284,80.4331
1956-04-26,00:00,36.3458,227.3299,81.2915
1956-04-27,00:00,37.318,239.8678,82.1381
1956-04-28,00:00,38.2898,252.163,82.9725
1956-04-29,00:00,39.2611,264.2534,83.7944
1956-04-30,00:00,40.232,276.1922,84.6032
1956-05-01,00:00,41.2024,288.0449,85.3986
1956-05-02,00:00,42.1725,299.8861,86.18
1956-05-03,00:00,43.1421,311.7957,86.947
1956-05-04,00:00,44.1113,323.8549,87.6989
1956-05-05,00:00,45.0801,336.1412,88.4354
1956-05-06,00:00,46.0485,348.723,89.1557
1956-05-07,00:00,47.0165,1.6525,89.8593
1956-05-08,00:00,47.9841,14.9594,90.5455
1956-05-09,00:00,48.9513,28.6447,91.2137
1956-05-10,00:00,49.9181,42.6773,91.8632
1956-05-11,00:00,50.8844,56.9957,92.4932
1956-05-12,00:00,51.8504,71.5139,93.1029
1956-05-13,00:00,52.8158,86.1326,93.6916
1956-05-14,00:00,53.7808,100.7516,94.2584
1956-05-15,00:00,54.7453,115.2814,94.8023
1956-05-16,00:00,55.7093,129.6509,95.3225
1956-05-17,00:00,56.6729,143.8104,95.8179
1956-05-18,00:00,57.6359,157.7305,96.2878
1956-05-19,00:00,58.5985,171.3979,96.731
1956-05-20,00:00,59.5606,184.8109,97.1467
1956-05-21,00:00,60.5223,197.975,97.5337
1956-05-22,00:00,61.4835,210.9001,97.8912
1956-05-23,00:00,62.4444,223.5988,98.218
1956-05-24,00:00,63.4049,236.0864,98.5133
1956-05-25,00:00,64.365,248.3819,98.776
1956-05-26,00:00,65.3248,260.5096,99.0052
1956-05-27,00:00,66.2842,272.5002,99.1999
1956-05-28,00:00,67.2434,284.3924,99.3593
1956-05-29,00:00,68.2023,296.2332,99.4824
1956-05-30,00:00,69.161,308.0785,99.5684
1956-05-31,00:00,70.1194,319.9915,99.6167
1956-06-01,00:00,71.0776,332.0421,99.6265
1956-06-02,00:00,72.0356,344.3029,99.5973
1956-06-03,00:00,72.9933,356.846,99.5286
1956-06-04,00:00,73.9509,9.7366,99.4201
1956-06-05,00:00,74.9083,23.0258,99.2717
1956-06-06,00:00,75.8655,36.7411,99.0833
1956-06-07,00:00,76.8225,50.8778,98.8552
1956-06-08,00:00,77.7793,65.3922,98.5877
1956-06-09,00:00,78.7359,80.1992,98.2814
1956-06-10,00:00,79.6923,95.1793,97.9372
1956-06-11,00:00,80.6484,110.1923,97.5561
1956-06-12,00:00,81.6043,125.0972,97.1397
1956-06-13,00:00,82.5599,139.7728,96.6894
1956-06-14,00:00,83.5153,154.1314,96.2075
1956-06-15,00:00,84.4704,168.1243,95.6962
1956-06-16,00:00,85.4253,181.7396,95.1582
1956-06-17,00:00,86.3799,194.9938,94.5965
1956-06-18,00:00,87.3343,207.9219,94.0144
1956-06-19,00:00,88.2884,220.5687,93.4153
1956-06-20,00:00,89.2424,232.9815,92.803
1956-06-21,00:00,90.1962,245.2058,92.1814
1956-06-22,00:00,91.1499,257.2831,91.5545
1956-06-23,00:00,92.1034,269.2505,90.9265
1956-06-24,00:00,93.0569,281.1421,90.3014
1956-06-25,00:00,94.0102,292.9909,89.6833
1956-06-26,00:00,94.9635,304.8314,89.0762
1956-06-27,00:00,95.9168,316.702,88.4839
1956-06-28,00:00,96.87,328.6469,87.91
1956-06-29,00:00,97.8232,340.7177,87.3581
1956-06-30,00:00,98.7765,352.9727,86.8311
1956-07-01,00:00,99.7298,5.4757,86.3319
1956-07-02,00:00,100.6832,18.2923,85.8632
1956-07-03,00:00,101.6366,31.4838,85.427
1956-07-04,00:00,102.59,45.0985,85.0253
1956-07-05,00:00,103.5436,59.16,84.6597
1956-07-06,00:00,104.4972,73.6552,84.3314
1956-07-07,00:00,105.4509,88.5238,84.0414
1956-07-08,00:00,106.4046,103.6551,83.7904
1956-07-09,00:00,107.3584,118.8966,83.5787
1956-07-10,00:00,108.3122,134.0751,83.4066
1956-07-11,00:00,109.266,149.0256,83.2741
1956-07-12,00:00,110.2198,163.6176,83.1811
1956-07-13,00:00,111.1737,177.7716,83.1273
1956-07-14,00:00,112.1275,191.4609,83.1122
1956-07-15,00:00,113.0813,204.703,83.1355
1956-07-16,00:00,114.0351,217.5467,83.1964
1956-07-17,00:00,114.989,230.0581,83.2942
1956-07-18,00:00,115.9429,242.3091,83.4283
1956-07-19,00:00,116.8969,254.3703,83.5977
1956-07-20,00:00,117.851,266.3051,83.8015
1956-07-21,00:00,118.8052,278.1679,84.039
1956-07-22,00:00,119.7595,290.0032,84.309
1956-07-23,00:00,120.7139,301.8472,84.6107
1956-07-24,00:00,121.6685,313.7294,84.9431
1956-07-25,00:00,122.6233,325.6767,85.3052
1956-07-26,00:00,123.5784,337.7166,85.6961
1956-07-27,00:00,124.5336,349.8803,86.1147
1956-07-28,00:00,125.4891,2.2063,86.5602
1956-07-29,00:00,126.4449,14.7405,87.0315
